estimated_revenue
13950
19175
28600
28000
16967
3000
47450
18684
11564
54385
0
27375
3249
38325
118680
34440
38325
54750
112
37960
35200
23540
5472
36500
15450
1140
12875
8265
12775
1260
4620
15950
54750
18250
19208
760
29200
91250
2100
7536
42020
9460
29325
71175
17940
42024
975
175
40150
47085
11742
15616
12051
29468
74400
23725
2610
29200
37380
1320
7800
1188
2220
51680
11128
27375
765
43800
69350
133225
2340
43183
21225
2700
1250
4214
41500
91250
24750
34675
8800
14155
44220
91250
11880
42300
91250
66600
36500
57670
69252
12740
96850
61685
13800
22015
20700
14475
30175
11040
34000
18250
26850
12195
236
33600
12900
69252
21710
975
60225
73000
23725
50000
90885
10920
25185
18250
27375
58875
27375
62050
31790
10950
0
17155
31025
34675
12306
47815
37050
19320
25047
15235
43800
55500
21900
22960
65280
28320
26095
1900
54750
25185
2535
27375
20075
19710
42750
21900
3304
36685
11505
34947
14935
33276
4557
63875
3300
21900
7350
5148
63580
11760
69600
49275
11280
55200
10220
18180
9800
54750
13120
100
16425
4950
34675
23440
0
16500
13455
714
83220
0
64410
4140
63875
39420
25550
4745
31680
70350
31390
13140
14850
56000
4272
68204
76650
43800
25550
127750
43050
25060
72038
36500
62640
29200
62050
30660
29200
46200
33165
16425
23850
53700
82125
14480
96950
9126
3910
20075
29200
1856
66466
18200
258
78475
18250
38325
23125
21900
36135
79650
73000
32850
52925
0
32850
2080
96
5475
28105
68640
5200
16425
50735
6750
4500
75
29200
18245
18250
48650
13179
9010
21905
60725
23725
450
11594
29200
11750
12397
0
13720
82125
38325
16380
7560
30492
6272
30150
24200
25000
840
73000
15200
16640
10950
8190
73000
24500
69500
102315
20700
40150
0
10800
150
14820
24430
21140
3874
2832
34675
32340
34500
42625
12660
10950
21535
1650
62050
25550
60
30305
17885
17885
400
25550
15015
51520
26325
32850
35770
31755
11400
22995
34018
11025
8379
12530
45625
23725
32850
82125
58400
65340
47190
25185
47550
40200
1800
23725
2760
12628
32660
12455
54750
21798
41975
16425
83950
72635
45600
54750
9600
15748
0
54720
65700
400
12775
2090
20995
15750
90000
54750
10950
3850
54450
35360
23700
11340
11976
23310
51100
73000
31770
31025
76245
51100
3592
37536
20930
15510
31025
48300
36500
15550
14795
42080
16425
57330
34200
28990
70840
34983
72635
14000
28720
34970
12000
43800
12480
43
7683
1974
20590
36500
32307
17169
17248
82500
27945
12775
34675
17280
42228
3168
80300
82125
188
27375
31025
360
10416
40150
42300
23725
43070
51100
13140
54750
70844
14400
18240
21900
25578
63875
27375
52925
27900
127750
36500
45450
14600
25550
37290
25185
25915
73975
66800
698
25185
7200
55188
28050
6600
47450
0
16225
54385
13800
36500
18250
21900
3300
1390
4272
144175
58000
110
15200
6513
36500
33150
63875
1845
27375
18760
18250
25620
100375
45625
20605
16683
14600
63187
21190
31025
40825
36000
17820
42840
23725
5460
7440
18250
29200
15990
54750
32850
61880
38325
11385
570
37290
28611
4875
5100
36500
67525
63875
78475
51100
60060
69350
3393
58600
14256
18150
18540
32580
27375
31025
40150
73000
50760
798
31025
38205
12250
265
25185
9840
21420
3000
2040
36822
20625
7511
0
42200
31948
17675
16425
38400
27375
15066
10950
50960
41975
73000
68800
65700
90000
600
4700
11400
10249
16860
10230
51100
3266
18250
81880
35400
31141
3008
438
87316
62050
36500
14600
127602
16400
63291
5635
29200
46644
32485
21450
43800
38690
100375
37960
150
27375
23660
14308
44336
43435
9261
17600
83250
27263
11685
3854
23725
4080
16140
41120
15300
1200
2100
20760
84800
12750
60225
16850
47125
15290
40300
23048
11635
48870
51100
60225
18250
56575
71175
20988
17775
23370
65199
24090
0
102600
65700
15330
12090
47085
118570
20640
36135
13020
31025
43950
5750
3580
26280
17490
25550
5035
11840
72000
43884
16115
25550
17680
85000
9800
13440
255
267
29600
61685
65124
33725
18984
27375
21900
9610
87235
10540
68400
1950
25542
10950
36225
2400
16874
14100
47190
16575
80431
101920
74250
27750
29200
51100
18250
73000
27370
109900
23725
36855
76250
16200
22950
72800
32100
73000
29085
7581
8235
39785
30987
49634
45625
0
14690
22200
67525
10950
73000
51545
45375
75555
260
54750
4320
13335
33858
73000
100375
99900
41400
21900
91250
21900
53583
83585
45625
3760
25550
21900
16165
32850
2625
29495
36000
12400
38192
12775
91250
48840
4345
12730
14500
34892
165
101310
32850
3549
27375
23725
80100
36500
0
26077
55800
1639
54385
16960
22785
118625
29200
23075
15240
490
55
27710
47415
29930
10033
73000
32485
40515
54750
23725
17655
18360
21900
360
11505
7774
47450
12320
43800
2990
40150
12364
1750
67805
78475
99120
21900
24840
81760
124100
27550
2145
38325
564
22540
0
51475
42240
46930
12236
87843
11223
13275
52500
49275
37570
25550
20075
2484
27375
100375
62050
18042
12320
19107
29200
21360
88000
53938
0
5850
30789
9500
630
36500
2291
68724
36400
29614
7015
1800
4700
40150
18250
21535
11605
82125
72635
1080
8970
36200
33428
22752
24990
14240
0
13400
18250
16400
27375
12775
450
9855
21720
8453
14240
33567
19710
1750
27375
6820
70380
5535
15360
22880
109900
48425
73920
51100
6450
43800
45625
54750
11115
11680
23360
107675
18250
53850
20075
62050
20805
32850
6390
33264
21900
41975
5040
54750
80520
100375
54750
73000
0
41850
7525
109500
8843
51300
26754
22275
48180
52500
49750
3762
22910
8680
68200
0
34170
6750
12440
36135
2100
43435
88140
32850
57400
2244
30345
23725
3290
11440
0
29200
9920
43800
16425
91250
32850
25270
0
22770
25550
91250
73000
5040
11760
20800
14600
25550
219000
31025
21900
16425
40600
0
18600
16060
6545
61200
73000
28512
4050
26061
10570
17160
23660
32780
26645
26286
64800
63875
36500
19760
15730
45150
21900
17885
43800
35581
25550
19710
14740
15695
9690
6710
24820
29550
17885
38690
14080
846
16425
14550
98340
46250
45625
7425
23725
54750
21750
10440
42480
49275
21900
109500
11505
10585
16200
2775
8580
18250
4620
25150
7560
179
14160
36500
25550
31900
23360
3320
18250
33250
27375
110865
14600
27010
44895
63875
50940
30975
39820
12410
12610
5060
38500
45625
31025
39820
27280
102070
11550
32545
2301
36600
13756
36500
16425
935
1725
65700
59675
81750
49762
294
24455
12540
9693
372
56350
21900
16425
219000
46355
43050
49275
52925
26280
84970
1518
4320
36500
10000
73000
30940
31500
72000
657
70080
43800
54900
19740
70850
73000
17766
5181
127750
25520
6188
65700
40150
1560
18880
13416
21300
122000
36500
0
18250
41860
17520
54300
39785
32220
14235
30100
9025
11680
16500
59033
52780
32129
73000
558
43800
34310
26013
544
65700
25550
73000
28106
15360
23850
47450
1560
35770
40150
33925
137500
2388
18250
62884
42900
52160
68600
41580
17550
39025
720
16290
90770
18250
47450
36500
42480
4750
4832
80300
119
22160
14063
67525
2600
127750
40150
102200
130317
163350
0
37170
14600
9300
39900
19305
58400
29760
40150
63875
25550
91450
27156
34749
45758
80275
10875
0
54750
20075
6360
72635
21900
55520
17155
56575
12025
91250
3255
1104
22916
40754
35052
29200
29200
17608
25460
10591
300
24455
4160
37050
38400
2814
0
11550
22265
120
0
48545
182500
0
82560
0
14694
19305
46750
21900
10850
109500
70
27375
40000
20440
45625
37611
1380
24776
14600
16860
200
73150
399
20075
62050
22236
40150
9900
350
16000
460
11700
58035
1850
43344
25185
6300
83950
11834
10770
2200
127750
23725
18867
0
32490
24505
74825
51000
54750
54750
39840
12775
11484
30345
29200
33155
16512
26700
23100
49640
61480
91250
4371
2852
54750
9315
28730
18080
125400
65514
245
26460
23660
21900
59760
27375
222
93075
45990
34675
25200
7140
2185
11880
18096
54600
840
7315
21120
34650
35040
36500
48556
25185
7176
3335
19175
2814
43800
21900
3009
50400
12090
320
9800
28900
16425
15012
15450
12775
85750
20790
60502
33820
14365
109135
700
100375
36500
43492
56525
15250
35880
23725
9660
73000
8625
41975
41210
28310
488
10200
53850
36500
8360
1610
7560
34675
57200
20215
0
78848
0
98674
20605
36500
36240
42840
43731
10032
18250
12625
0
7656
3977
31185
92820
54750
34675
122820
42350
42720
58400
91250
7595
4950
32850
9940
23725
28105
51652
404
52650
20130
33800
7315
147
39785
10650
20500
22820
36500
24514
70800
67640
25550
34860
54750
2365
55200
41975
22630
16467
37400
44160
4950
948
35700
18375
6400
74048
14600
10950
13815
73000
11077
10500
87000
25080
142350
37400
58035
17355
36135
39576
54750
4050
46765
10600
59860
72600
232
36500
18700
13920
43000
32850
21400
51830
82
14600
6825
9495
7380
32160
51100
25410
37752
27216
32850
2425
36500
73000
15000
54750
21535
45625
28106
38700
33264
109500
11100
14508
558
18250
14994
3650
16790
8500
16790
27264
300
57900
49800
29200
33215
138500
27375
9605
1323
10584
54750
23296
40579
3850
25688
1000
15753
33480
7105
39292
33633
36500
20625
2952
11868
39999
73000
91250
29200
3375
11026
18250
2080
16425
164250
6600
67340
33666
30750
18525
12656
29200
25200
16500
67155
14798
29200
91025
18250
15360
25550
16732
16425
30324
11200
15000
47085
27600
600
54750
0
12875
39055
51100
58400
2990
29103
3496
46440
36500
36500
28835
17520
23725
2300
180
800
65700
16425
19034
46314
0
4250
91250
58400
32965
19760
8493
36500
42510
26550
14600
85813
278
91250
9360
48750
21900
91250
20440
7315
18772
36500
250
629
42125
11868
68835
62325
63875
210
33120
44550
96660
27375
29200
87600
15450
14600
7676
20440
83000
54750
17655
2016
25935
27600
43800
20577
14560
3610
14960
18960
0
63875
23595
57120
32850
72635
67000
10542
16425
35750
0
43800
13950
0
4290
1200
51100
4815
18216
8175
2405
16170
25900
7260
0
21900
49840
97300
18250
9750
18660
6831
73000
219000
4060
36500
35200
10950
20440
63525
91250
34551
0
55845
26820
3150
9360
100425
43800
8100
33495
21120
30600
24840
73000
31390
13760
27375
91250
34272
594
1632
0
51840
40740
27255
54750
37808
6208
31025
35640
36500
59860
8400
18250
350
35040
15075
40150
65335
60297
63875
11760
17952
44551
4700
29200
21900
7975
35770
2280
18980
12870
25159
1274
57400
38720
16425
86450
23858
25280
8979
75020
58035
22995
47450
98185
8892
13440
31025
47450
19720
36500
36795
9950
18490
26010
10350
53550
1360
25550
25550
107675
16425
2755
19964
126900
16790
6586
38690
91250
63875
65700
20075
47450
36500
42120
62640
83950
35970
10465
22125
31025
17655
45625
18250
20300
51480
36500
55965
24871
3360
26850
9048
11973
578
14400
82125
4590
36250
71000
13747
13995
0
16425
31500
11193
29200
29200
11324
15640
46374
60225
25550
37595
1140
45625
0
40150
3969
24000
40150
29200
65700
35405
32120
29580
17738
36500
4320
21105
61200
67525
9024
218635
15753
42600
19920
12036
100375
35405
25938
23250
14340
1020
0
7031
56635
46900
47925
16425
51100
16376
34675
300
14965
161150
29200
32850
98185
6174
17850
63875
12410
5544
40710
14175
14421
36500
6625
80750
27375
51850
55500
32850
29700
54750
44895
43800
31465
6930
4800
1500
4275
1484
43750
80300
6800
35125
12460
54750
23725
73000
135
330
10370
153300
21114
1485
24220
11110
40150
15400
18000
392
20184
7526
19710
35500
13160
29200
1240
31096
29200
29200
19539
16500
15308
27375
1292
6962
34675
45325
93600
12420
22400
78155
22880
91250
17520
0
20075
20400
10300
32485
2856
25350
43710
83367
32850
44895
8510
19825
18250
20075
32485
0
27375
25550
6710
21424
41610
82823
4704
21170
67525
138000
150
71800
54750
8216
15120
72635
8170
15695
58035
21900
15535
62300
16425
93058
48361
15300
18912
14586
6168
50400
18250
0
95495
32485
6400
15795
21900
30000
16340
14600
21900
450
164250
54400
15695
22743
13869
14630
36500
78475
9855
8800
11310
54750
23725
5475
32850
40880
54750
89790
71175
7350
56800
24140
36500
1705
17995
19458
21900
29200
9086
27375
71440
74750
54000
6840
6996
40610
3900
69600
16740
36300
8325
76650
65100
2652
67890
98802
9435
28835
10890
4680
14365
7830
19350
38325
88750
3915
2470
57810
21945
58910
15330
47655
31125
104000
0
357
18250
37595
23725
4278
28835
12775
14615
16100
23270
27300
24420
19580
40150
47190
22750
5616
81300
33250
17600
26645
22995
29200
69350
47450
16748
29200
65700
32130
16425
585
48475
27500
12720
56355
39785
32120
19470
24750
53290
136875
64170
52925
43395
18250
69350
250
40150
220
10950
12771
45625
24500
5681
22995
43350
17372
69350
27375
43800
33580
18250
1300
595
55440
25550
13140
3600
15795
62000
55500
0
18250
50735
91250
8378
0
36500
21896
13800
17650
13870
27375
25875
111020
3720
18250
29200
5325
14560
500
15500
51185
62640
16425
26280
43800
71175
3360
5530
35900
0
21170
21900
33932
13038
15930
60520
75555
38325
18250
25550
36500
30349
26410
27360
3224
12240
34675
65600
34675
21175
29200
39300
70500
42120
16171
18980
9350
62050
32485
47508
14924
15476
29200
43440
16425
89180
0
21624
31850
94900
28305
7800
17181
45625
2000
91250
29200
52345
25915
49560
34675
44530
63875
15535
109135
4350
91250
17500
7120
12775
0
0
1400
12672
13300
17155
20075
80500
40150
7942
24220
22630
60225
54750
49350
52920
91250
2189
43800
25461
22140
27375
23725
43435
24605
41875
27375
38080
164250
21535
28800
10379
31755
33580
41005
5115
38380
20075
90000
4356
34760
47450
20075
9630
37625
0
14100
14235
28835
7000
1755
1000
11400
7830
54750
40880
77785
13146
560
0
20075
0
1600
25840
21600
31230
22536
64367
35378
35700
11200
3564
37230
7600
8376
1080
22704
3720
4275
4500
0
27090
16200
2030
29200
27224
15330
0
19380
25830
76020
179500
18250
18315
32436
7110
118625
25915
36500
20865
47450
98185
127750
18250
7980
62600
52400
17935
16790
151475
0
24477
52020
26280
29545
4730
31200
57380
17900
6750
15312
27800
18250
20075
2100
52560
6776
5640
18250
65700
32850
3072
43800
30470
55755
3280
34675
26695
51150
39625
13140
7220
0
69350
24000
22630
55400
3780
25920
73975
54750
4620
36500
65700
32850
136875
24909
47850
8500
1411
25009
2360
34749
18250
14600
13960
36500
47450
63875
58903
17850
25382
30250
62050
11315
42525
54750
33580
2565
45625
54750
10250
56210
10140
4116
43800
37050
27375
51405
18250
4080
4800
57600
50960
15200
23725
18711
63875
47450
6710
56350
6765
45730
25185
18250
2728
10080
46374
146000
40150
2697
28240
65700
31025
38528
11184
18250
13612
10505
14600
27375
23250
64620
0
29403
19669
1105
73000
24430
78175
35040
16807
18904
6200
10865
40200
4950
17150
49275
1925
45625
27750
32560
52038
13938
46610
375
0
36135
35550
92500
91250
41220
12320
5625
20119
19710
29200
25550
371
12640
36166
18250
1050
0
16425
71800
141500
21900
16915
45625
17520
3384
3640
70
31500
62550
24000
32850
28835
27832
20075
16425
18700
146000
6981
56800
13430
9234
27375
34290
45625
79935
58400
63875
26190
4300
135725
54750
14600
29640
7239
22176
62050
34675
7380
4522
32485
31025
72635
1360
13189
46800
1972
29200
33630
13950
53550
36135
20860
8835
19104
13680
18327
15665
11730
41975
14600
6174
62884
60297
108800
960
0
14700
12684
50735
36500
24750
22785
32850
47450
2640
27600
26600
59400
44530
550
54750
26280
9672
23725
15375
0
15390
12862
87600
0
1710
20075
4250
27354
20880
15330
8118
9500
20634
25760
17928
17380
35405
1820
53250
24820
58400
78500
22833
104025
27375
46550
12054
10710
91250
7659
12366
33350
118625
229450
23936
4644
27750
20300
41650
73000
30070
5070
16790
58400
17100
20160
24795
0
21170
13870
57376
63875
43800
30515
23725
69000
54750
22725
0
23800
45625
61295
47250
36500
1015
0
45625
1700
16425
36135
43800
23725
76950
1617
910
14445
16950
51100
22410
623
0
69600
490
9840
25360
36500
12993
7392
155125
17088
18375
41400
27830
9695
5960
19750
52920
80300
21970
27522
16425
107675
20066
36500
26600
41975
13850
70810
41975
74700
30940
1947
8512
10585
13770
0
90500
104700
47085
0
50850
100
54750
40880
51935
11115
22220
97075
109500
516
18614
21420
35700
36500
22770
63875
25185
13505
10465
18078
16720
61000
73250
71175
2700
15048
15288
32485
14600
0
36500
5964
38325
29200
51038
86870
17885
43800
219000
62050
19800
14210
14600
17025
23725
25185
45625
0
36019
1540
1100
36500
2040
45234
5184
3000
23545
27375
12810
32120
18957
41610
14600
25212
22080
20075
32850
3392
11655
25550
5076
58025
23140
33463
14950
31920
73000
20075
2226
14600
91250
11895
43800
21870
36500
300
15600
32850
1610
4875
40135
99750
3900
7450
32200
51300
11220
61050
51100
45625
23725
43800
73000
1104
24081
5150
85775
18250
37800
60225
17885
16807
17885
54750
11760
504
15330
69350
36600
24000
3710
62050
18000
13800
10950
91250
26280
90885
21900
7458
18980
37230
7840
7280
64584
30000
30015
66785
17850
73000
57670
53907
12400
0
17520
33215
21375
20856
57670
6478
2380
51750
43435
42840
65700
140000
19344
27375
6450
216
106445
25550
18711
25480
40150
0
17600
27375
16450
111600
23725
43800
25185
19580
12775
37960
5200
12880
43070
498
43800
20400
35310
34750
52272
73000
2832
14600
6900
2400
18000
20075
22320
11305
210
73000
15725
9600
118625
2400
23725
41400
14800
59675
31535
43316
25550
29610
45625
14965
46500
21535
8362
21535
11880
170
36500
164160
25550
36875
15480
62050
17520
40150
45625
4080
22050
34604
10325
22995
38325
43800
54750
54750
43800
0
18150
44070
8680
32850
0
58400
33810
21075
3200
54750
1890
25143
26220
73315
26904
36500
18250
27700
32850
6076
16800
71175
81000
12775
83950
150835
35750
54750
190570
72635
8896
19837
24820
31025
32850
3840
0
20345
12775
62050
55919
45150
43800
30005
15840
4750
450
9300
61370
12180
20820
16000
7830
14600
54750
0
23725
25200
40150
1020
76443
20075
29200
25550
2530
11920
23520
36500
29200
34310
12775
64970
91250
11960
42018
11445
10780
4675
87472
41100
91250
21900
800
29200
10900
20075
91250
38325
20075
58275
91195
18250
0
54750
5253
63875
264
3510
31755
43890
45625
50400
0
20075
82125
35607
22500
36500
54128
19345
27360
15840
7182
49275
53100
14965
42705
6105
80
14965
26980
18785
42385
22490
35316
41610
45625
17730
11500
43800
19855
20930
28100
52800
7680
65700
5400
21930
69350
2055
28600
11240
10000
3184
54750
6984
16000
23000
45625
10920
89640
21900
16166
3243
3700
37180
36500
14600
21535
13520
41400
36500
20075
35046
27010
22650
36135
10100
20805
0
33215
13035
30600
20550
109500
25550
47750
22176
2871
30938
54150
1245
3120
18250
73000
40880
12129
52925
15416
43810
75
8450
4800
34310
18780
29200
23725
38520
500
65335
16425
65700
14985
0
21900
21289
16640
24990
11024
71600
19866
13800
21535
91250
16770
34500
24990
41268
11613
22506
0
15120
60840
51100
175
25520
3740
18530
60225
11517
25550
45625
9844
91250
39200
20930
52836
21900
11570
40000
108836
38100
25800
43070
7875
1890
32542
18936
91250
425
17155
31025
13390
28470
100375
100375
29200
31025
6900
34500
15040
14331
5880
71175
54750
25550
34960
40800
23925
0
59895
25185
82125
14600
54450
109500
0
10500
2115
91250
20461
1980
21964
0
300
14750
8556
3596
22302
182500
51100
32850
120
61740
2420
151250
35405
53106
43800
31208
22496
21120
54750
1785
0
20075
10950
25991
80270
36135
20075
54750
14160
40150
16513
54150
15840
25550
18326
27375
32400
15345
14600
73000
31025
14000
27225
91250
180600
14079
23725
38010
36100
12540
37842
11550
27375
1540
834
35640
22011
36135
40208
17850
24354
36500
43800
18603
10050
29200
183300
148
32850
15705
16254
10320
44672
14719
54750
0
71905
20075
30295
14850
9955
7250
1872
41975
45625
71175
15600
47600
67525
28080
82750
2800
25149
74700
63875
14835
19710
7150
54750
29200
69350
64970
21804
15120
23725
31025
12024
78176
5810
71175
82500
3840
57400
32850
2028
8400
37200
47450
11220
36500
20700
22820
32895
14600
23725
127750
23672
73000
10260
8800
18615
270
11315
41975
59800
23725
23725
42471
21045
18250
47450
34650
14940
37014
73000
34798
62050
21900
27375
36500
14340
19729
2635
86320
0
15210
19899
53246
21900
27375
1736
42840
104650
9240
30940
30875
23200
54750
42336
9660
1075
54750
10591
14160
31850
33375
1480
63875
11096
2745
33600
18250
49500
49420
36500
71800
43800
22120
71800
32015
4350
5170
27144
21630
0
38640
52925
81395
22704
5000
17155
140494
81550
14900
14600
50735
14784
41975
43800
24440
12600
29458
29070
34450
13370
7956
91250
73000
36500
58450
11937
39600
10250
23765
72800
31025
47040
67977
4290
59130
13750
40320
32850
9600
72200
67830
40150
12775
33945
11760
31390
9125
3230
18250
32850
24552
82600
104025
44250
6045
18250
8775
4320
20406
3700
8493
30200
18600
60160
18180
35900
24930
11600
18250
720
34675
30430
14600
12775
97022
0
23100
28730
40150
39420
12045
4830
2240
41975
88000
49504
1620
26296
73000
43680
58400
14000
20592
17885
5496
31200
9636
245
40150
27375
47450
94875
73000
19200
45260
59755
14400
136875
0
23725
13140
12600
44500
51100
32300
22218
21600
43800
13860
20900
16425
71540
16000
14600
27825
63875
32040
55930
25550
72400
23725
179850
23725
36500
67525
0
8175
40150
29898
14050
52020
75
43800
7600
91000
43800
62050
91250
16614
1062
225
127600
0
10030
42000
65700
146000
59150
54750
14760
29975
62780
16915
25185
2565
38170
36500
54750
69350
4440
3376
54385
30500
18900
18559
34675
23725
30987
33775
596
29200
23725
44895
10800
87600
237
102660
17155
16800
74605
32830
12775
14600
30660
45537
94800
26300
7800
25740
75460
65600
53850
11440
21980
10950
3430
16468
27375
23725
93000
21032
2175
21450
36500
58400
21900
58400
11505
33600
39240
110800
29397
27300
22630
26529
80300
18250
32725
0
3776
12875
600
53700
29200
10860
36500
21900
32850
9204
0
54750
10400
85050
63875
16720
23335
11000
32850
26880
16150
0
6720
21900
63875
12775
2200
39330
36500
19710
87600
1475
13298
18630
29200
27375
34900
9625
91250
103695
4012
37200
97800
17670
26325
31244
3111
9020
40404
17500
0
35880
18850
19306
15960
17493
90015
39420
18250
83585
14600
16235
25185
0
25185
49950
52640
127385
45625
1100
47600
33840
18250
36400
27375
58035
4407
23595
31025
6264
5250
21900
11100
91250
30970
31025
23725
18980
14875
27300
8478
40
21900
61600
25350
37180
36500
11700
54750
12537
18250
5445
28800
25185
36135
38500
12780
14400
86800
16137
91250
9675
71175
63875
56000
45300
11607
12045
82125
9000
29200
27680
29498
10950
10400
22700
32850
200
28640
55800
9828
69350
38280
17200
1815
52440
0
900
5293
29892
31025
43800
28620
34117
34353
83040
17765
40320
32850
25520
49275
168500
2160
10465
7175
6120
7518
49200
73000
13020
36500
35770
21900
25550
12045
19190
21900
15522
1364
74825
2040
37375
0
60750
5190
13750
20227
21840
14600
11808
7567
3000
12775
30200
3360
48440
21900
36135
31200
55460
3780
113400
109135
30800
33460
25550
40080
8000
11037
54750
43800
16263
28560
49680
43977
56240
54385
37260
75341
27375
15330
26240
70092
89425
40880
0
6875
54750
46683
29224
69350
54750
44165
10955
68985
27375
8900
46374
7215
83950
36500
31390
36500
23958
43800
11925
77970
12045
12480
8925
15455
21900
65700
23506
9800
41515
25550
32868
0
25550
4950
58400
45625
18250
16758
1118
14960
10110
23360
3770
19965
100375
15795
5040
34310
90885
32120
82125
3240
34675
23125
53250
32850
1192
14965
36500
6345
46695
28512
47550
63350
36500
22995
25550
0
29200
18144
36500
0
35420
60225
10710
18250
36500
54750
20075
0
82935
29624
5395
3107
2958
68255
3825
39270
36135
16170
114975
43800
31025
127750
53955
498
73000
21700
36500
25550
26700
20720
56100
1200
31025
2145
73000
50400
2340
12390
20790
42340
29382
20700
14600
54750
46336
4375
6000
27375
16425
1920
49280
61320
14850
52350
12198
14720
129745
27375
11640
26475
16425
41975
23360
12285
45625
36500
39490
0
20075
3080
36036
18000
17344
109500
4100
37800
10920
7128
42075
23725
27375
30295
68655
57440
54880
18250
6205
14325
45625
12480
32850
155125
40150
14600
10688
17600
58400
6762
13205
13870
59160
5439
28350
3825
27375
53850
25116
29760
23725
90885
18250
0
16425
12775
22160
23364
16080
38413
13160
9430
36135
54385
25550
23725
31025
29200
26000
63000
54750
52041
23725
28835
18250
60225
17885
45625
1360
54750
12274
23814
28851
29000
34980
16425
150
3120
43680
25520
125925
100375
27375
36500
15180
53100
36480
27189
60225
79625
33120
7227
23500
32850
50400
62050
53850
11800
14600
26280
32850
19500
41600
36225
21535
14061
25800
8850
60671
34675
18467
1740
36300
14600
20748
21840
10788
1750
63875
28835
12925
20562
0
107700
11240
4350
7050
17187
32485
23725
82125
4606
3363
71175
82125
72635
36135
100800
20930
66105
28160
1150
6732
6300
28890
13005
17819
18360
15290
64449
0
33700
27375
29545
31025
54750
36500
47700
73000
58400
15466
91250
4158
14637
2720
116350
63875
27375
63875
58400
73000
13515
14749
63875
8800
1343
18250
32120
65212
26286
30603
22880
4422
13475
4895
9975
27375
25344
2580
36800
2714
16219
52185
54750
36500
15180
47740
17155
28105
73000
32850
70785
4100
36500
63875
3750
22040
5180
72960
23852
27166
41375
16350
25517
7920
24300
17155
2340
32850
54750
100
34800
34350
21900
10560
17820
1476
137250
107380
480
164250
38306
15840
12690
91250
16425
72270
26645
36500
50050
36500
32850
27700
1104
53929
46355
11021
18250
40000
18900
4100
31200
6825
18250
31800
90850
38325
14758
9250
7050
58400
52350
23408
29200
47450
72635
623
8325
28000
20075
23712
22345
0
70844
80300
41975
15250
13674
21170
111
9310
13065
23725
9828
9540
62825
41630
19620
109135
31390
31977
36400
33750
0
6750
56784
12012
16425
14328
12740
127020
51060
144925
217800
54750
26220
35750
23392
16800
29640
36500
71175
127750
1360
28836
35046
27435
13870
54750
82125
4000
3652
107675
14994
15533
18250
16050
15010
45625
21900
65700
18250
38325
18250
36500
15840
25550
1314
144175
4050
109500
72105
49275
16625
46683
760
11500
163350
51100
34675
32850
2800
14700
450
28350
15600
20300
28240
31100
7900
14965
5600
18615
5100
31025
15860
41750
29290
40000
7040
32184
31025
6853
49275
100375
29565
19760
40596
65700
100375
7339
68055
65340
48910
67525
19440
40150
32292
32580
48133
29200
25665
2400
