price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,calculated_host_listings_count,room_type,neighbourhood_group
65,1,45,1.3,34,2,Private room,Manhattan
165,30,27,0.34,128,1,Entire home/apt,Manhattan
48,1,59,1.26,90,1,Shared room,Brooklyn
100,3,83,1.9,224,2,Entire home/apt,Brooklyn
142,30,10,0.25,157,91,Entire home/apt,Manhattan
125,1,1,0.02,0,1,Entire home/apt,Brooklyn
85,4,42,1.44,9,1,Entire home/apt,Manhattan
295,5,103,1.25,350,3,Private room,Manhattan
45,2,4,0.37,249,1,Private room,Queens
133,28,6,0.52,307,1,Entire home/apt,Brooklyn
136,2,13,1.32,3,1,Entire home/apt,Brooklyn
215,60,0,0.0,365,1,Entire home/apt,Manhattan
250,2,2,0.04,0,1,Entire home/apt,Manhattan
95,30,24,0.25,358,8,Entire home/apt,Queens
500,1,27,0.46,90,1,Entire home/apt,Manhattan
89,2,150,3.0,268,1,Entire home/apt,Queens
250,7,0,0.0,10,1,Entire home/apt,Manhattan
299,28,160,3.39,315,1,Entire home/apt,Manhattan
180,1,2,2.0,254,1,Entire home/apt,Manhattan
86,2,23,2.06,20,1,Entire home/apt,Queens
50,10,3,0.07,0,1,Private room,Brooklyn
130,3,22,0.99,134,1,Entire home/apt,Brooklyn
300,1,0,0.0,0,1,Private room,Manhattan
80,1,22,2.76,162,1,Private room,Brooklyn
49,1,109,4.99,258,7,Private room,Brooklyn
279,2,26,7.22,229,1,Entire home/apt,Manhattan
150,15,0,0.0,162,1,Entire home/apt,Manhattan
250,2,1,0.54,173,1,Entire home/apt,Manhattan
215,2,2,1.03,5,1,Entire home/apt,Manhattan
55,21,7,0.29,286,1,Private room,Manhattan
65,2,1,0.08,0,1,Entire home/apt,Brooklyn
75,2,14,0.33,0,1,Entire home/apt,Manhattan
94,2,24,1.15,12,1,Entire home/apt,Brooklyn
60,1,19,1.37,85,2,Private room,Brooklyn
44,2,26,4.94,118,3,Private room,Brooklyn
75,1,29,6.35,163,7,Private room,Queens
150,2,6,0.27,365,3,Private room,Brooklyn
122,1,52,2.0,219,3,Entire home/apt,Staten Island
40,30,84,2.53,284,4,Private room,Brooklyn
159,30,2,0.18,358,16,Entire home/apt,Manhattan
120,20,107,1.29,144,1,Private room,Manhattan
135,3,17,0.7,90,2,Private room,Queens
85,2,4,0.11,0,1,Private room,Manhattan
350,8,0,0.0,78,1,Private room,Manhattan
195,5,1,0.02,0,1,Entire home/apt,Bronx
70,1,20,1.39,87,2,Private room,Brooklyn
80,2,3,0.63,14,1,Private room,Brooklyn
375,6,1,0.41,7,3,Entire home/apt,Brooklyn
95,3,10,0.17,0,2,Private room,Brooklyn
175,1,58,1.45,331,4,Entire home/apt,Brooklyn
165,1,0,0.0,0,1,Private room,Brooklyn
85,2,36,3.4,290,1,Entire home/apt,Queens
149,2,8,0.65,83,1,Private room,Brooklyn
115,2,7,0.2,0,1,Entire home/apt,Manhattan
150,3,0,0.0,0,1,Entire home/apt,Manhattan
250,4,12,0.37,3,1,Entire home/apt,Manhattan
45,1,2,0.05,0,1,Private room,Manhattan
150,2,42,0.72,365,1,Entire home/apt,Brooklyn
135,3,12,3.13,178,2,Entire home/apt,Queens
80,5,81,1.96,308,2,Private room,Brooklyn
50,1,3,0.13,179,6,Private room,Brooklyn
130,3,7,0.57,48,2,Private room,Brooklyn
129,2,179,2.99,179,1,Entire home/apt,Manhattan
223,3,0,0.0,315,10,Entire home/apt,Bronx
125,1,19,0.55,281,1,Entire home/apt,Brooklyn
115,3,4,0.11,0,1,Entire home/apt,Brooklyn
75,30,1,0.07,133,2,Private room,Manhattan
200,2,0,0.0,0,1,Entire home/apt,Manhattan
175,3,4,0.07,0,1,Entire home/apt,Brooklyn
75,3,209,5.87,14,1,Entire home/apt,Queens
95,30,35,0.69,340,11,Private room,Brooklyn
155,4,3,0.09,0,1,Private room,Brooklyn
70,1,7,0.19,0,2,Private room,Manhattan
150,5,0,0.0,269,1,Private room,Manhattan
100,2,0,0.0,357,2,Private room,Queens
325,5,44,2.77,179,1,Entire home/apt,Manhattan
279,3,9,0.19,0,1,Entire home/apt,Brooklyn
75,2,20,4.88,223,1,Private room,Manhattan
100,15,0,0.0,0,2,Shared room,Manhattan
65,2,7,0.12,0,1,Shared room,Brooklyn
375,2,5,1.24,280,327,Private room,Manhattan
60,30,22,0.51,0,1,Private room,Manhattan
65,1,113,3.63,266,1,Private room,Manhattan
160,3,0,0.0,0,1,Entire home/apt,Brooklyn
349,1,2,0.14,105,3,Entire home/apt,Brooklyn
160,30,0,0.0,281,1,Entire home/apt,Brooklyn
110,2,1,0.02,189,1,Private room,Brooklyn
95,3,206,4.98,144,2,Entire home/apt,Bronx
60,1,48,2.27,128,8,Private room,Queens
102,1,17,2.14,75,1,Entire home/apt,Manhattan
55,1,56,1.46,281,2,Private room,Brooklyn
115,4,89,2.44,282,2,Entire home/apt,Brooklyn
100,3,0,0.0,13,1,Entire home/apt,Manhattan
60,30,0,0.0,121,1,Entire home/apt,Queens
275,180,5,0.27,364,2,Entire home/apt,Manhattan
39,5,89,2.34,0,4,Private room,Brooklyn
285,30,74,1.47,284,4,Entire home/apt,Manhattan
150,2,8,0.97,132,1,Entire home/apt,Manhattan
80,1,4,1.48,365,7,Private room,Bronx
200,7,4,0.22,0,1,Entire home/apt,Manhattan
135,3,16,0.18,0,1,Private room,Brooklyn
55,2,0,0.0,0,2,Private room,Manhattan
36,2,37,1.03,228,2,Private room,Queens
49,2,2,0.15,1,1,Private room,Manhattan
355,2,13,1.49,308,1,Private room,Manhattan
70,1,110,1.96,323,1,Private room,Brooklyn
60,2,10,0.38,364,2,Private room,Queens
400,3,42,0.77,363,1,Entire home/apt,Manhattan
45,31,3,0.06,0,1,Private room,Brooklyn
200,1,4,0.09,0,1,Entire home/apt,Manhattan
65,1,1,0.03,0,1,Private room,Manhattan
58,2,1,0.03,0,1,Private room,Brooklyn
95,8,6,0.25,0,1,Entire home/apt,Brooklyn
33,30,0,0.0,244,103,Private room,Queens
47,2,39,1.12,51,2,Private room,Brooklyn
80,1,3,0.08,0,1,Private room,Manhattan
72,3,0,0.0,0,2,Private room,Brooklyn
115,1,30,5.81,85,1,Entire home/apt,Queens
57,1,4,4.0,340,1,Shared room,Bronx
55,1,64,3.21,285,9,Private room,Queens
80,4,11,1.25,24,1,Entire home/apt,Queens
250,3,54,1.72,0,1,Entire home/apt,Brooklyn
32,1,0,0.0,0,1,Entire home/apt,Brooklyn
88,2,55,2.07,282,1,Private room,Brooklyn
45,1,2,0.04,0,1,Private room,Brooklyn
36,2,7,0.29,318,26,Private room,Brooklyn
89,5,1,0.03,0,1,Private room,Brooklyn
42,30,1,0.79,37,23,Private room,Queens
105,7,8,0.62,43,1,Entire home/apt,Brooklyn
109,3,4,0.09,0,1,Private room,Manhattan
150,7,0,0.0,0,1,Entire home/apt,Brooklyn
152,1,5,0.14,0,1,Entire home/apt,Manhattan
110,2,1,1.0,325,1,Private room,Queens
48,20,2,0.91,0,3,Private room,Queens
65,2,6,0.54,0,1,Entire home/apt,Brooklyn
90,1,0,0.0,364,1,Private room,Brooklyn
270,1,3,3.0,30,1,Private room,Manhattan
99,1,309,6.61,254,1,Private room,Manhattan
52,2,1,0.02,0,1,Entire home/apt,Queens
58,30,0,0.0,342,5,Private room,Brooklyn
60,5,4,0.17,0,1,Private room,Brooklyn
100,3,19,4.01,48,1,Private room,Manhattan
130,2,0,0.0,0,1,Entire home/apt,Brooklyn
189,19,1,0.16,200,1,Entire home/apt,Manhattan
69,2,1,1.0,36,1,Private room,Brooklyn
130,2,11,1.76,4,1,Entire home/apt,Manhattan
350,2,3,0.41,323,3,Entire home/apt,Bronx
100,4,0,0.0,270,1,Shared room,Brooklyn
300,3,18,0.45,217,3,Entire home/apt,Brooklyn
55,1,0,0.0,0,1,Shared room,Bronx
250,1,1,0.16,0,1,Entire home/apt,Manhattan
40,1,151,4.01,338,1,Private room,Bronx
50,2,41,1.15,250,1,Private room,Brooklyn
69,15,19,0.54,106,3,Private room,Manhattan
55,2,107,2.47,46,4,Private room,Queens
40,3,14,2.07,8,4,Private room,Queens
190,7,0,0.0,341,1,Private room,Brooklyn
200,180,0,0.0,365,1,Entire home/apt,Brooklyn
179,7,9,0.97,349,13,Private room,Manhattan
125,2,59,0.84,360,1,Private room,Manhattan
134,2,0,0.0,0,1,Entire home/apt,Manhattan
110,2,20,2.56,284,1,Entire home/apt,Brooklyn
55,7,3,2.81,182,2,Private room,Manhattan
48,1,1,0.07,0,1,Private room,Manhattan
60,2,0,0.0,0,1,Private room,Queens
462,2,3,0.1,299,13,Entire home/apt,Manhattan
86,70,5,0.22,203,1,Entire home/apt,Manhattan
129,2,0,0.0,65,1,Entire home/apt,Manhattan
35,7,9,0.39,326,3,Private room,Brooklyn
189,1,1,0.09,0,2,Private room,Manhattan
155,20,1,0.18,0,4,Entire home/apt,Manhattan
70,1,0,0.0,0,1,Private room,Brooklyn
46,1,19,0.56,0,1,Private room,Brooklyn
100,3,103,3.61,32,2,Entire home/apt,Manhattan
145,21,0,0.0,0,1,Entire home/apt,Manhattan
45,21,14,0.27,48,2,Private room,Brooklyn
65,1,5,0.11,158,10,Private room,Brooklyn
480,3,3,3.0,265,1,Entire home/apt,Manhattan
150,5,1,0.39,0,1,Private room,Brooklyn
42,7,2,0.11,0,1,Private room,Brooklyn
95,2,4,0.93,180,4,Private room,Manhattan
75,1,0,0.0,0,1,Private room,Brooklyn
70,1,0,0.0,90,2,Private room,Manhattan
58,2,2,0.12,0,1,Private room,Brooklyn
78,10,0,0.0,0,1,Private room,Manhattan
90,3,26,2.43,3,1,Entire home/apt,Brooklyn
119,5,3,0.47,0,1,Entire home/apt,Brooklyn
68,1,7,0.39,54,1,Private room,Manhattan
227,2,6,2.5,328,327,Entire home/apt,Manhattan
118,30,1,0.03,308,29,Entire home/apt,Manhattan
120,5,3,0.38,0,1,Private room,Manhattan
200,5,9,0.29,166,1,Entire home/apt,Brooklyn
539,1,13,7.36,233,1,Entire home/apt,Manhattan
61,1,25,1.27,7,1,Private room,Brooklyn
175,2,18,0.81,0,1,Entire home/apt,Brooklyn
29,2,5,0.07,321,1,Shared room,Brooklyn
36,2,100,2.28,0,1,Private room,Brooklyn
170,3,0,0.0,188,1,Entire home/apt,Manhattan
55,3,2,0.17,0,4,Private room,Brooklyn
250,1,48,2.38,2,1,Entire home/apt,Brooklyn
50,1,6,0.28,0,1,Entire home/apt,Manhattan
299,4,3,0.16,0,1,Entire home/apt,Manhattan
110,1,15,0.49,325,7,Entire home/apt,Bronx
37,1,62,2.8,359,2,Private room,Brooklyn
91,1,49,1.86,111,3,Private room,Manhattan
550,30,0,0.0,352,96,Entire home/apt,Manhattan
400,1,5,1.23,5,2,Entire home/apt,Brooklyn
158,4,17,0.28,0,1,Entire home/apt,Brooklyn
60,1,1,0.02,0,1,Private room,Manhattan
50,3,39,3.79,300,2,Private room,Brooklyn
60,13,0,0.0,0,1,Entire home/apt,Brooklyn
75,2,18,0.88,62,3,Private room,Manhattan
80,2,2,0.05,0,1,Private room,Brooklyn
125,1,78,2.7,40,1,Entire home/apt,Manhattan
50,7,0,0.0,0,1,Private room,Brooklyn
60,1,1,0.05,0,1,Private room,Bronx
200,2,4,1.38,22,2,Entire home/apt,Brooklyn
150,7,0,0.0,2,1,Private room,Manhattan
65,4,1,0.67,17,1,Private room,Brooklyn
200,2,1,0.03,189,4,Private room,Brooklyn
120,4,0,0.0,65,1,Entire home/apt,Brooklyn
450,3,6,6.0,226,1,Entire home/apt,Manhattan
299,3,0,0.0,177,1,Entire home/apt,Manhattan
50,7,0,0.0,0,1,Private room,Brooklyn
450,1,10,0.16,0,1,Entire home/apt,Manhattan
75,2,80,3.11,3,1,Private room,Brooklyn
99,1,176,4.14,365,8,Private room,Brooklyn
245,2,0,0.0,79,1,Entire home/apt,Manhattan
40,8,1,0.02,0,1,Private room,Brooklyn
119,1,4,0.11,0,1,Private room,Manhattan
55,2,5,0.16,0,1,Entire home/apt,Brooklyn
200,5,2,0.23,15,1,Entire home/apt,Manhattan
85,30,4,0.22,0,1,Entire home/apt,Manhattan
170,5,55,1.44,82,1,Entire home/apt,Brooklyn
100,2,16,0.5,66,1,Private room,Manhattan
47,1,0,0.0,115,2,Private room,Manhattan
30,4,1,0.77,68,7,Shared room,Staten Island
530,4,7,0.31,0,1,Private room,Manhattan
55,7,0,0.0,0,1,Private room,Manhattan
198,30,0,0.0,28,1,Entire home/apt,Manhattan
35,30,3,0.19,365,10,Shared room,Brooklyn
99,3,160,2.36,133,1,Private room,Manhattan
159,28,4,0.1,0,1,Entire home/apt,Brooklyn
280,2,40,3.53,104,2,Entire home/apt,Queens
75,1,132,15.78,28,1,Entire home/apt,Queens
45,2,0,0.0,139,3,Private room,Brooklyn
163,7,7,0.48,0,1,Entire home/apt,Manhattan
370,3,9,0.96,316,8,Entire home/apt,Manhattan
95,2,2,2.0,23,2,Private room,Manhattan
29,4,6,0.94,66,1,Private room,Brooklyn
133,14,177,2.82,221,2,Entire home/apt,Manhattan
185,7,0,0.0,0,1,Entire home/apt,Manhattan
79,1,20,0.7,151,2,Private room,Manhattan
70,2,15,0.29,0,2,Private room,Brooklyn
300,2,2,1.22,363,1,Entire home/apt,Manhattan
185,1,23,1.87,133,1,Entire home/apt,Manhattan
50,2,1,0.07,0,3,Private room,Brooklyn
90,1,60,2.91,188,1,Private room,Manhattan
50,5,1,0.02,0,1,Entire home/apt,Brooklyn
245,2,4,0.94,137,327,Entire home/apt,Manhattan
77,1,89,2.29,228,1,Private room,Manhattan
275,3,20,0.96,35,2,Entire home/apt,Brooklyn
120,7,6,0.08,0,1,Entire home/apt,Manhattan
80,1,2,0.05,0,1,Private room,Brooklyn
76,3,9,0.29,0,1,Entire home/apt,Queens
124,1,13,5.06,86,1,Entire home/apt,Manhattan
250,3,0,0.0,364,1,Entire home/apt,Manhattan
75,2,6,0.12,0,1,Private room,Queens
50,1,6,0.12,0,1,Private room,Manhattan
131,2,0,0.0,0,1,Entire home/apt,Manhattan
200,1,0,0.0,0,1,Private room,Brooklyn
130,3,0,0.0,38,1,Entire home/apt,Manhattan
98,2,2,0.09,0,1,Entire home/apt,Manhattan
20,3,4,0.26,18,1,Private room,Brooklyn
90,1,51,5.56,224,2,Private room,Brooklyn
95,4,4,0.31,9,1,Entire home/apt,Brooklyn
100,1,14,0.55,24,1,Private room,Manhattan
599,5,0,0.0,0,1,Entire home/apt,Manhattan
120,1,10,4.76,357,5,Private room,Manhattan
132,6,0,0.0,0,1,Private room,Manhattan
43,1,33,2.04,170,6,Private room,Brooklyn
80,1,93,3.59,311,1,Private room,Manhattan
70,7,8,0.73,310,47,Private room,Manhattan
95,3,14,1.12,5,1,Entire home/apt,Brooklyn
37,180,0,0.0,0,1,Private room,Brooklyn
150,4,79,0.97,246,1,Entire home/apt,Brooklyn
82,14,0,0.0,30,1,Entire home/apt,Brooklyn
110,3,75,3.07,174,2,Entire home/apt,Queens
130,4,2,0.1,0,1,Entire home/apt,Manhattan
98,1,32,4.1,257,2,Entire home/apt,Brooklyn
130,1,9,0.16,0,1,Entire home/apt,Brooklyn
50,2,24,1.79,47,1,Private room,Brooklyn
150,3,7,0.17,0,1,Entire home/apt,Brooklyn
250,1,0,0.0,0,1,Entire home/apt,Brooklyn
395,3,0,0.0,0,1,Entire home/apt,Manhattan
135,30,68,2.01,247,2,Entire home/apt,Brooklyn
133,7,9,0.35,0,1,Entire home/apt,Manhattan
80,5,1,0.16,18,1,Private room,Manhattan
50,1,5,5.0,361,3,Private room,Brooklyn
420,2,2,0.04,0,1,Entire home/apt,Manhattan
100,4,0,0.0,89,1,Private room,Brooklyn
172,1,18,0.27,0,1,Entire home/apt,Manhattan
80,5,0,0.0,0,1,Private room,Brooklyn
129,2,13,0.27,176,1,Private room,Manhattan
60,3,1,1.0,72,3,Private room,Brooklyn
130,5,2,0.04,0,2,Entire home/apt,Queens
120,2,0,0.0,0,1,Entire home/apt,Manhattan
130,2,106,2.2,210,1,Entire home/apt,Brooklyn
65,6,1,0.05,0,1,Private room,Brooklyn
250,2,0,0.0,32,1,Entire home/apt,Manhattan
125,1,21,0.75,363,1,Private room,Manhattan
42,2,10,0.64,10,1,Private room,Brooklyn
80,2,129,2.24,346,1,Private room,Brooklyn
525,1,21,1.13,292,4,Entire home/apt,Manhattan
80,3,0,0.0,358,4,Private room,Queens
110,2,33,1.74,6,1,Entire home/apt,Manhattan
100,7,0,0.0,0,1,Entire home/apt,Manhattan
70,2,0,0.0,103,1,Private room,Manhattan
450,1,10,1.84,352,1,Entire home/apt,Brooklyn
130,29,0,0.0,338,327,Entire home/apt,Manhattan
67,1,8,0.23,0,1,Private room,Manhattan
90,7,0,0.0,5,1,Private room,Brooklyn
42,1,88,4.44,248,7,Private room,Brooklyn
185,2,3,3.0,43,1,Entire home/apt,Manhattan
40,3,46,0.72,292,2,Private room,Bronx
395,3,5,4.55,65,1,Entire home/apt,Manhattan
100,30,0,0.0,235,1,Entire home/apt,Brooklyn
62,30,1,0.77,325,8,Private room,Manhattan
200,1,8,0.28,0,2,Private room,Manhattan
185,1,17,0.77,11,1,Entire home/apt,Manhattan
75,2,11,1.73,0,1,Entire home/apt,Brooklyn
119,7,2,2.0,15,1,Entire home/apt,Brooklyn
149,3,8,0.17,0,1,Entire home/apt,Manhattan
250,15,0,0.0,23,1,Entire home/apt,Manhattan
289,1,3,1.5,133,10,Entire home/apt,Manhattan
90,7,3,0.09,358,1,Private room,Queens
150,5,0,0.0,0,1,Entire home/apt,Manhattan
125,3,7,0.12,0,1,Entire home/apt,Brooklyn
35,1,3,1.11,77,17,Shared room,Brooklyn
99,1,49,0.99,0,2,Entire home/apt,Queens
65,3,238,2.3,2,1,Entire home/apt,Brooklyn
383,3,24,0.41,251,1,Entire home/apt,Manhattan
118,30,3,0.1,282,29,Entire home/apt,Manhattan
185,2,6,0.79,2,2,Entire home/apt,Brooklyn
200,2,80,3.93,109,1,Entire home/apt,Brooklyn
240,3,4,0.31,0,1,Entire home/apt,Brooklyn
62,4,4,0.29,5,1,Entire home/apt,Manhattan
160,29,0,0.0,318,327,Entire home/apt,Manhattan
40,7,2,0.05,0,1,Private room,Brooklyn
85,90,0,0.0,0,1,Entire home/apt,Brooklyn
35,1,5,0.42,0,1,Private room,Brooklyn
72,1,70,7.42,98,3,Entire home/apt,Queens
70,1,12,1.86,119,5,Private room,Brooklyn
57,5,0,0.0,0,1,Private room,Queens
70,3,2,0.05,88,2,Entire home/apt,Brooklyn
100,3,54,1.72,61,1,Entire home/apt,Brooklyn
200,1,207,5.01,245,1,Entire home/apt,Manhattan
140,2,5,0.55,149,1,Private room,Manhattan
80,4,27,0.46,196,1,Private room,Manhattan
105,10,4,0.22,19,1,Entire home/apt,Manhattan
153,31,59,0.63,27,1,Entire home/apt,Manhattan
125,2,21,0.56,311,1,Private room,Brooklyn
119,1,20,1.02,354,17,Private room,Brooklyn
77,1,5,0.2,0,1,Entire home/apt,Brooklyn
285,1,32,1.39,365,2,Private room,Manhattan
44,1,29,4.07,0,3,Private room,Brooklyn
95,10,6,0.07,63,2,Private room,Manhattan
150,2,6,0.42,13,1,Entire home/apt,Brooklyn
85,30,2,0.06,0,1,Private room,Manhattan
80,70,44,0.61,198,1,Entire home/apt,Queens
180,30,21,0.3,154,1,Entire home/apt,Manhattan
65,1,1,0.02,0,2,Private room,Brooklyn
60,2,261,3.16,156,1,Private room,Manhattan
125,3,8,0.17,1,1,Entire home/apt,Manhattan
75,6,37,1.53,329,1,Private room,Brooklyn
119,2,83,1.58,217,1,Entire home/apt,Brooklyn
50,1,7,5.83,267,2,Private room,Manhattan
120,3,4,0.09,0,1,Entire home/apt,Manhattan
65,2,50,1.39,15,2,Private room,Manhattan
70,1,15,3.02,0,1,Private room,Brooklyn
115,4,6,0.22,0,1,Entire home/apt,Brooklyn
145,14,46,0.52,38,1,Entire home/apt,Brooklyn
249,3,35,0.42,38,1,Entire home/apt,Manhattan
55,3,11,1.76,1,7,Private room,Manhattan
125,2,1,1.0,74,1,Entire home/apt,Brooklyn
55,2,22,5.2,45,1,Private room,Brooklyn
210,4,0,0.0,0,1,Entire home/apt,Brooklyn
69,1,0,0.0,0,1,Private room,Brooklyn
95,7,0,0.0,356,3,Private room,Queens
247,2,4,0.97,314,327,Entire home/apt,Manhattan
85,3,7,0.38,20,1,Entire home/apt,Brooklyn
150,2,0,0.0,0,2,Private room,Manhattan
33,30,0,0.0,31,37,Private room,Queens
75,3,8,0.54,0,1,Private room,Manhattan
71,7,12,0.36,0,1,Private room,Brooklyn
70,1,29,1.47,225,2,Entire home/apt,Queens
95,4,9,0.26,0,1,Private room,Manhattan
85,2,0,0.0,30,1,Private room,Manhattan
99,1,0,0.0,0,1,Private room,Brooklyn
90,1,1,0.03,173,1,Private room,Queens
50,1,0,0.0,0,1,Private room,Manhattan
99,4,16,0.87,130,1,Private room,Manhattan
99,1,159,5.88,178,2,Private room,Manhattan
53,2,47,2.16,0,1,Private room,Manhattan
150,2,0,0.0,88,1,Private room,Manhattan
100,1,0,0.0,330,3,Private room,Brooklyn
75,3,18,0.96,0,1,Private room,Manhattan
300,3,108,1.44,318,1,Entire home/apt,Manhattan
78,3,10,0.14,95,2,Private room,Brooklyn
120,2,12,0.33,27,2,Entire home/apt,Brooklyn
100,5,0,0.0,11,1,Private room,Manhattan
50,2,58,4.59,349,1,Entire home/apt,Queens
215,2,49,3.95,218,2,Entire home/apt,Brooklyn
185,1,0,0.0,0,1,Private room,Manhattan
200,3,71,5.49,95,2,Entire home/apt,Manhattan
160,2,15,6.72,71,1,Entire home/apt,Brooklyn
240,7,0,0.0,35,1,Entire home/apt,Manhattan
150,3,0,0.0,0,1,Entire home/apt,Manhattan
200,2,7,0.9,45,1,Entire home/apt,Brooklyn
65,2,147,5.07,18,3,Private room,Manhattan
100,1,0,0.0,0,1,Private room,Manhattan
40,7,1,0.58,106,9,Private room,Brooklyn
60,4,5,0.45,364,2,Private room,Brooklyn
22,5,1,0.03,0,1,Shared room,Brooklyn
139,30,26,0.38,205,1,Entire home/apt,Brooklyn
100,2,21,1.86,32,1,Private room,Queens
35,1,5,0.57,1,1,Private room,Brooklyn
35,4,39,2.2,304,3,Private room,Queens
150,6,0,0.0,0,1,Entire home/apt,Manhattan
150,1,39,1.72,266,1,Private room,Brooklyn
51,1,1,0.03,0,1,Private room,Brooklyn
209,1,40,3.09,247,10,Private room,Manhattan
90,3,17,4.15,91,1,Entire home/apt,Brooklyn
85,4,0,0.0,0,1,Private room,Brooklyn
88,4,6,0.24,1,1,Entire home/apt,Brooklyn
110,2,166,3.78,229,1,Entire home/apt,Manhattan
150,3,0,0.0,0,1,Entire home/apt,Brooklyn
99,2,5,0.12,0,1,Entire home/apt,Manhattan
200,3,53,2.5,75,1,Entire home/apt,Brooklyn
120,1,0,0.0,160,1,Entire home/apt,Manhattan
240,1,1,0.25,89,1,Entire home/apt,Brooklyn
150,2,0,0.0,0,3,Entire home/apt,Brooklyn
30,1,10,4.05,361,9,Shared room,Queens
90,2,1,0.04,0,1,Private room,Manhattan
61,2,24,0.69,281,1,Private room,Queens
130,1,0,0.0,0,1,Private room,Manhattan
69,2,22,1.94,0,1,Entire home/apt,Manhattan
109,1,113,2.58,197,2,Private room,Manhattan
280,1,66,3.88,257,1,Entire home/apt,Manhattan
50,28,258,2.9,287,1,Private room,Queens
47,3,0,0.0,3,1,Entire home/apt,Queens
150,5,1,0.02,27,1,Entire home/apt,Brooklyn
40,1,120,6.77,8,1,Private room,Brooklyn
55,1,37,2.58,75,1,Private room,Queens
83,30,0,0.0,309,52,Entire home/apt,Manhattan
200,3,10,0.21,0,1,Entire home/apt,Manhattan
100,2,35,4.32,6,1,Private room,Manhattan
290,1,77,1.25,252,1,Entire home/apt,Manhattan
125,2,11,0.53,0,2,Entire home/apt,Brooklyn
169,3,96,2.51,39,1,Entire home/apt,Manhattan
106,2,8,1.53,0,1,Entire home/apt,Manhattan
199,6,2,0.08,0,1,Entire home/apt,Brooklyn
58,3,2,0.1,0,2,Private room,Manhattan
102,5,20,0.52,18,2,Entire home/apt,Manhattan
40,28,6,0.32,197,1,Private room,Brooklyn
98,2,0,0.0,0,1,Entire home/apt,Brooklyn
89,1,39,3.49,342,9,Private room,Queens
55,1,40,2.15,146,3,Private room,Brooklyn
200,2,2,0.08,0,1,Private room,Brooklyn
257,2,8,2.03,108,327,Entire home/apt,Manhattan
135,1,173,4.69,162,3,Private room,Brooklyn
135,3,134,3.18,241,1,Entire home/apt,Brooklyn
66,10,1,0.08,0,1,Private room,Brooklyn
89,1,0,0.0,0,2,Private room,Brooklyn
79,3,0,0.0,18,5,Private room,Manhattan
206,5,0,0.0,0,1,Entire home/apt,Manhattan
105,5,2,0.06,0,1,Entire home/apt,Manhattan
200,2,0,0.0,0,2,Entire home/apt,Manhattan
99,1,58,1.15,88,1,Private room,Brooklyn
95,5,110,1.27,43,2,Private room,Manhattan
100,5,61,0.7,188,1,Private room,Manhattan
70,2,117,3.71,35,2,Private room,Brooklyn
50,3,3,0.43,0,1,Private room,Brooklyn
95,2,56,3.33,54,1,Private room,Manhattan
99,2,354,3.2,20,3,Private room,Brooklyn
90,1,1,0.02,0,1,Private room,Brooklyn
250,2,3,0.07,0,1,Entire home/apt,Manhattan
98,1,1,0.04,0,1,Private room,Brooklyn
55,2,36,1.28,88,2,Shared room,Manhattan
135,5,38,0.44,253,1,Entire home/apt,Manhattan
65,1,5,0.5,334,4,Private room,Queens
96,3,10,0.78,0,1,Entire home/apt,Queens
65,3,3,0.45,0,1,Private room,Manhattan
250,3,3,0.09,328,1,Entire home/apt,Manhattan
350,7,4,0.06,0,2,Entire home/apt,Brooklyn
109,2,2,0.08,0,1,Entire home/apt,Brooklyn
165,3,276,3.44,146,1,Entire home/apt,Manhattan
199,2,177,2.85,112,2,Entire home/apt,Manhattan
40,7,0,0.0,331,1,Private room,Brooklyn
185,2,165,1.92,259,1,Entire home/apt,Manhattan
152,7,0,0.0,0,1,Entire home/apt,Brooklyn
42,7,0,0.0,16,1,Private room,Brooklyn
160,3,2,0.1,0,1,Entire home/apt,Brooklyn
100,3,24,0.72,2,1,Entire home/apt,Brooklyn
68,3,2,0.05,0,1,Entire home/apt,Brooklyn
65,5,7,0.26,0,1,Private room,Manhattan
90,2,0,0.0,0,1,Private room,Brooklyn
350,1,23,2.88,334,8,Entire home/apt,Brooklyn
89,1,3,0.08,0,1,Private room,Brooklyn
136,3,0,0.0,0,1,Private room,Manhattan
320,30,0,0.0,364,65,Entire home/apt,Manhattan
140,4,0,0.0,24,1,Entire home/apt,Brooklyn
60,14,0,0.0,157,1,Entire home/apt,Manhattan
250,30,13,0.34,319,1,Entire home/apt,Brooklyn
65,1,1,1.0,365,1,Private room,Bronx
160,2,72,3.2,236,1,Entire home/apt,Brooklyn
58,1,0,0.0,159,1,Entire home/apt,Queens
190,2,19,2.18,2,1,Entire home/apt,Brooklyn
75,2,13,1.53,365,3,Private room,Brooklyn
99,7,2,0.77,90,1,Private room,Manhattan
175,2,4,0.99,14,3,Entire home/apt,Brooklyn
180,2,36,1.4,2,1,Entire home/apt,Manhattan
47,1,2,1.36,236,1,Private room,Bronx
180,5,9,0.15,87,1,Entire home/apt,Manhattan
85,5,93,2.38,0,1,Entire home/apt,Brooklyn
168,2,20,0.41,0,1,Entire home/apt,Brooklyn
125,3,32,1.59,6,1,Entire home/apt,Bronx
65,2,21,3.84,321,8,Private room,Brooklyn
285,30,0,0.0,185,232,Entire home/apt,Manhattan
38,30,0,0.0,358,6,Shared room,Queens
125,30,8,0.3,56,4,Entire home/apt,Manhattan
33,7,6,0.18,337,1,Private room,Queens
