price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,calculated_host_listings_count,room_type,neighbourhood_group
160,3,38,1.99,2,1,Entire home/apt,Brooklyn
300,4,0,0.0,297,1,Entire home/apt,Manhattan
100,1,18,1.36,33,2,Private room,Brooklyn
100,2,13,0.51,0,2,Private room,Queens
42,1,6,3.05,0,2,Private room,Queens
333,1,4,2.35,365,1,Entire home/apt,Manhattan
41,6,2,0.11,0,2,Private room,Brooklyn
120,5,23,1.25,151,1,Entire home/apt,Manhattan
111,3,7,0.63,0,1,Private room,Manhattan
115,1,15,0.44,7,3,Private room,Manhattan
35,1,5,0.22,0,1,Private room,Brooklyn
150,3,3,0.24,0,2,Private room,Manhattan
120,1,0,0.0,0,1,Entire home/apt,Brooklyn
600,3,14,0.98,167,1,Entire home/apt,Brooklyn
130,1,9,0.17,0,1,Private room,Manhattan
80,1,0,0.0,0,1,Entire home/apt,Brooklyn
107,3,143,2.07,23,1,Entire home/apt,Brooklyn
250,2,10,0.97,188,1,Entire home/apt,Manhattan
220,1,0,0.0,0,1,Entire home/apt,Brooklyn
70,14,2,0.2,18,1,Private room,Brooklyn
195,4,22,3.01,67,1,Entire home/apt,Brooklyn
70,1,136,1.81,359,2,Private room,Queens
200,1,1,1.0,344,1,Entire home/apt,Brooklyn
74,2,0,0.0,0,1,Private room,Manhattan
184,4,79,2.21,222,1,Entire home/apt,Brooklyn
400,1,16,1.14,47,1,Entire home/apt,Manhattan
300,3,4,4.0,161,1,Entire home/apt,Manhattan
98,8,1,0.1,0,1,Entire home/apt,Brooklyn
50,1,4,3.16,333,1,Private room,Queens
138,30,2,0.05,341,49,Entire home/apt,Manhattan
45,4,19,2.54,10,2,Private room,Manhattan
100,1,0,0.0,0,1,Private room,Queens
208,6,100,1.14,310,1,Entire home/apt,Manhattan
100,2,11,0.18,0,1,Private room,Brooklyn
225,3,1,1.0,0,1,Entire home/apt,Brooklyn
140,5,3,0.25,0,1,Entire home/apt,Brooklyn
66,30,1,1.0,74,4,Private room,Brooklyn
125,2,1,1.0,87,1,Private room,Brooklyn
55,2,1,0.03,0,1,Private room,Brooklyn
575,1,0,0.0,0,1,Entire home/apt,Manhattan
125,1,7,0.83,156,1,Private room,Manhattan
191,3,51,0.88,55,1,Entire home/apt,Manhattan
79,2,3,0.06,0,1,Private room,Brooklyn
95,30,48,2.97,217,5,Entire home/apt,Queens
55,5,4,0.72,360,10,Private room,Brooklyn
115,1,0,0.0,0,1,Entire home/apt,Manhattan
225,30,0,0.0,365,12,Entire home/apt,Manhattan
29,1,3,0.11,0,2,Private room,Brooklyn
179,29,0,0.0,333,327,Entire home/apt,Manhattan
68,4,33,2.56,0,1,Private room,Manhattan
165,2,7,0.37,0,1,Entire home/apt,Brooklyn
80,1,2,0.05,0,1,Private room,Brooklyn
100,2,0,0.0,0,1,Private room,Manhattan
165,1,23,6.83,102,5,Entire home/apt,Manhattan
165,4,5,0.13,0,1,Entire home/apt,Brooklyn
105,2,22,0.87,0,1,Entire home/apt,Brooklyn
150,2,4,0.07,0,1,Entire home/apt,Manhattan
58,1,20,2.01,315,5,Private room,Manhattan
60,2,63,1.68,336,4,Private room,Bronx
165,3,1,0.05,0,1,Entire home/apt,Manhattan
150,6,0,0.0,0,1,Private room,Manhattan
68,25,4,0.37,0,1,Entire home/apt,Brooklyn
95,4,47,1.01,3,1,Private room,Brooklyn
125,3,2,0.11,0,1,Entire home/apt,Brooklyn
360,5,23,0.84,3,1,Entire home/apt,Manhattan
89,5,62,1.82,271,1,Private room,Manhattan
180,4,23,1.99,233,2,Entire home/apt,Manhattan
250,2,1,1.0,84,1,Entire home/apt,Brooklyn
88,7,3,0.1,0,1,Private room,Manhattan
170,3,6,2.57,235,1,Entire home/apt,Manhattan
69,1,67,3.47,28,2,Private room,Manhattan
59,1,1,0.68,24,1,Private room,Queens
124,31,0,0.0,0,2,Entire home/apt,Manhattan
199,1,7,0.95,166,30,Private room,Manhattan
75,14,3,0.13,0,1,Private room,Brooklyn
180,5,0,0.0,214,1,Entire home/apt,Manhattan
105,2,19,0.41,0,1,Entire home/apt,Queens
500,1,4,4.0,2,2,Entire home/apt,Manhattan
81,2,10,4.17,121,6,Private room,Brooklyn
100,5,8,3.24,270,1,Entire home/apt,Manhattan
60,2,8,1.41,80,1,Private room,Manhattan
85,3,0,0.0,0,2,Private room,Manhattan
50,1,1,0.14,0,1,Private room,Brooklyn
250,1,4,0.07,0,1,Entire home/apt,Manhattan
45,1,1,0.03,0,1,Private room,Manhattan
225,3,24,0.47,17,1,Entire home/apt,Brooklyn
350,5,0,0.0,22,1,Entire home/apt,Brooklyn
115,3,64,0.72,333,4,Entire home/apt,Brooklyn
82,4,0,0.0,0,1,Private room,Brooklyn
100,1,0,0.0,201,15,Private room,Manhattan
129,30,2,0.06,326,12,Entire home/apt,Manhattan
78,2,1,1.0,208,1,Entire home/apt,Manhattan
137,2,21,2.78,63,2,Entire home/apt,Brooklyn
130,1,7,1.98,16,1,Entire home/apt,Brooklyn
325,4,4,2.79,157,1,Entire home/apt,Manhattan
150,2,112,3.88,195,2,Entire home/apt,Brooklyn
189,3,1,0.02,0,1,Entire home/apt,Manhattan
70,1,0,0.0,342,1,Private room,Brooklyn
50,2,4,0.71,7,2,Private room,Brooklyn
200,3,4,1.97,4,1,Entire home/apt,Manhattan
70,2,12,0.47,120,1,Private room,Brooklyn
80,2,18,0.77,0,1,Entire home/apt,Manhattan
85,1,0,0.0,0,1,Private room,Manhattan
20,1,0,0.0,2,3,Shared room,Manhattan
45,2,36,0.57,188,2,Private room,Manhattan
45,3,5,0.21,0,1,Private room,Brooklyn
65,3,84,3.8,205,1,Private room,Manhattan
59,7,1,0.28,64,1,Private room,Brooklyn
100,1,86,13.3,335,8,Private room,Queens
93,1,2,1.4,23,2,Private room,Brooklyn
225,2,3,0.09,88,1,Entire home/apt,Manhattan
50,1,43,2.26,89,3,Private room,Brooklyn
137,3,0,0.0,0,1,Entire home/apt,Brooklyn
80,30,6,0.22,156,8,Entire home/apt,Brooklyn
284,4,7,1.11,328,1,Entire home/apt,Manhattan
99,3,111,2.13,68,1,Entire home/apt,Brooklyn
32,60,3,0.08,0,1,Private room,Queens
225,2,1,0.04,0,1,Entire home/apt,Manhattan
95,2,46,1.15,0,1,Private room,Queens
47,30,0,0.0,347,43,Private room,Brooklyn
136,29,1,0.05,0,8,Entire home/apt,Manhattan
70,1,7,0.96,158,5,Private room,Brooklyn
105,14,0,0.0,40,1,Entire home/apt,Brooklyn
285,4,1,0.1,7,1,Entire home/apt,Manhattan
40,2,12,2.83,5,4,Private room,Queens
350,1,2,1.22,85,1,Entire home/apt,Manhattan
80,1,0,0.0,0,1,Private room,Brooklyn
50,3,30,1.28,220,3,Private room,Queens
40,1,7,2.96,0,1,Private room,Queens
149,2,67,0.88,329,3,Entire home/apt,Brooklyn
206,31,2,0.35,327,33,Entire home/apt,Manhattan
150,6,1,0.09,209,1,Entire home/apt,Brooklyn
60,5,0,0.0,0,1,Private room,Brooklyn
200,3,19,1.1,4,1,Entire home/apt,Brooklyn
125,2,0,0.0,0,1,Private room,Brooklyn
150,3,3,2.43,345,1,Entire home/apt,Brooklyn
75,4,1,0.13,82,1,Private room,Brooklyn
111,3,6,0.13,0,2,Entire home/apt,Manhattan
173,30,12,0.28,194,2,Entire home/apt,Manhattan
59,2,13,0.9,35,1,Private room,Queens
245,3,51,1.12,0,1,Entire home/apt,Manhattan
80,1,4,0.21,0,1,Private room,Brooklyn
190,4,2,0.32,128,2,Entire home/apt,Brooklyn
190,20,2,0.14,310,1,Entire home/apt,Brooklyn
47,5,61,3.8,130,1,Private room,Bronx
70,2,45,1.96,350,3,Private room,Brooklyn
60,3,3,0.23,0,2,Private room,Brooklyn
89,6,9,1.42,0,2,Private room,Manhattan
70,5,1,0.05,0,1,Private room,Manhattan
170,30,0,0.0,336,9,Entire home/apt,Manhattan
230,2,7,0.31,0,1,Entire home/apt,Manhattan
108,210,0,0.0,270,1,Entire home/apt,Queens
50,1,1,1.0,27,1,Private room,Brooklyn
600,2,20,3.3,283,1,Entire home/apt,Brooklyn
115,1,0,0.0,0,1,Private room,Brooklyn
375,2,14,0.6,75,1,Entire home/apt,Brooklyn
79,1,108,2.68,313,3,Private room,Queens
84,1,0,0.0,90,1,Entire home/apt,Queens
169,2,30,0.87,345,1,Entire home/apt,Brooklyn
200,2,13,0.87,0,1,Entire home/apt,Manhattan
500,1,0,0.0,53,1,Entire home/apt,Manhattan
400,2,9,0.25,0,1,Entire home/apt,Manhattan
250,5,49,0.67,0,1,Entire home/apt,Brooklyn
55,5,4,0.08,0,1,Private room,Brooklyn
48,7,1,1.0,13,1,Private room,Brooklyn
65,7,1,0.02,0,1,Private room,Brooklyn
73,14,0,0.0,0,1,Private room,Brooklyn
50,1,1,1.0,365,1,Private room,Brooklyn
160,1,8,0.14,0,1,Entire home/apt,Manhattan
150,30,1,0.04,365,23,Entire home/apt,Manhattan
199,3,5,0.42,72,9,Entire home/apt,Brooklyn
200,2,7,1.01,0,1,Entire home/apt,Brooklyn
150,3,16,2.22,50,1,Entire home/apt,Manhattan
205,2,8,0.16,0,1,Entire home/apt,Manhattan
305,2,14,6.46,296,1,Entire home/apt,Brooklyn
52,30,1,0.3,0,1,Entire home/apt,Brooklyn
110,4,0,0.0,0,1,Entire home/apt,Manhattan
219,1,56,1.58,217,2,Entire home/apt,Manhattan
79,1,0,0.0,346,2,Private room,Queens
119,2,1,0.05,0,1,Private room,Brooklyn
400,2,7,0.57,0,2,Entire home/apt,Manhattan
175,2,9,0.66,0,2,Entire home/apt,Queens
59,15,5,0.94,343,11,Private room,Brooklyn
124,2,34,3.59,273,2,Entire home/apt,Brooklyn
33,4,6,0.41,285,8,Private room,Staten Island
200,1,0,0.0,5,7,Entire home/apt,Queens
120,10,2,0.91,0,1,Entire home/apt,Manhattan
29,8,41,0.89,53,4,Shared room,Brooklyn
180,2,3,0.16,41,1,Entire home/apt,Manhattan
100,3,1,1.0,201,1,Entire home/apt,Staten Island
110,2,26,2.21,267,2,Entire home/apt,Brooklyn
150,3,286,2.81,191,1,Entire home/apt,Manhattan
245,3,1,0.47,257,3,Entire home/apt,Brooklyn
155,3,161,3.94,251,1,Entire home/apt,Brooklyn
450,2,5,0.22,0,1,Entire home/apt,Brooklyn
500,29,5,0.13,88,1,Entire home/apt,Manhattan
207,1,1,0.02,0,1,Entire home/apt,Manhattan
180,1,7,0.61,0,2,Entire home/apt,Queens
133,7,0,0.0,0,1,Private room,Brooklyn
105,1,1,0.04,0,1,Shared room,Manhattan
105,1,239,4.13,287,2,Private room,Manhattan
75,3,0,0.0,89,1,Private room,Brooklyn
38,30,0,0.0,247,103,Private room,Manhattan
40,1,214,1.81,188,4,Shared room,Manhattan
130,2,3,0.2,300,2,Entire home/apt,Manhattan
65,1,7,1.0,351,1,Private room,Brooklyn
199,3,243,2.95,142,1,Entire home/apt,Manhattan
155,30,1,0.03,335,96,Entire home/apt,Manhattan
90,1,11,1.11,169,6,Shared room,Manhattan
229,5,11,1.22,0,2,Entire home/apt,Brooklyn
190,3,69,0.79,258,2,Entire home/apt,Brooklyn
60,2,48,2.04,328,1,Private room,Brooklyn
79,1,20,0.32,285,2,Private room,Brooklyn
69,5,10,0.28,0,1,Private room,Manhattan
50,1,8,0.23,280,1,Private room,Bronx
400,3,3,0.36,334,2,Entire home/apt,Queens
85,1,73,0.89,0,1,Entire home/apt,Brooklyn
170,7,2,0.2,64,1,Entire home/apt,Manhattan
99,4,1,0.03,0,1,Entire home/apt,Queens
600,2,93,3.38,251,1,Entire home/apt,Manhattan
130,1,3,0.12,0,1,Entire home/apt,Brooklyn
80,3,0,0.0,0,2,Private room,Brooklyn
100,21,15,0.97,89,1,Private room,Brooklyn
91,2,1,1.0,344,1,Private room,Brooklyn
39,2,3,0.48,0,2,Private room,Brooklyn
490,14,14,0.81,365,4,Entire home/apt,Manhattan
43,1,4,2.0,343,3,Private room,Brooklyn
170,30,1,0.05,278,87,Entire home/apt,Manhattan
180,3,9,0.53,0,1,Entire home/apt,Brooklyn
82,1,5,2.27,19,1,Entire home/apt,Brooklyn
100,1,1,0.1,0,1,Private room,Brooklyn
65,3,0,0.0,0,1,Private room,Brooklyn
150,1,4,0.55,1,1,Private room,Manhattan
70,5,5,0.41,90,2,Private room,Manhattan
50,7,2,0.15,140,1,Private room,Queens
70,3,0,0.0,43,2,Private room,Brooklyn
110,2,26,0.82,0,1,Entire home/apt,Manhattan
299,3,3,2.25,339,1,Entire home/apt,Brooklyn
200,3,7,0.62,67,1,Entire home/apt,Brooklyn
65,2,7,0.8,285,34,Private room,Brooklyn
150,2,6,0.75,33,3,Private room,Brooklyn
150,1,0,0.0,0,1,Shared room,Brooklyn
190,29,53,1.4,165,1,Entire home/apt,Manhattan
30,2,7,1.1,6,4,Private room,Queens
110,1,5,0.39,56,1,Shared room,Queens
399,1,1,0.03,0,1,Entire home/apt,Manhattan
150,2,121,2.02,0,1,Entire home/apt,Manhattan
88,7,15,0.55,0,1,Private room,Brooklyn
176,5,7,0.21,8,1,Entire home/apt,Manhattan
36,1,5,0.27,250,2,Private room,Queens
85,1,120,3.37,29,2,Private room,Manhattan
145,30,0,0.0,29,1,Entire home/apt,Brooklyn
150,5,2,0.32,0,1,Entire home/apt,Queens
225,3,2,1.3,1,1,Entire home/apt,Manhattan
89,1,0,0.0,70,2,Private room,Queens
265,4,33,0.39,0,1,Entire home/apt,Manhattan
73,30,1,0.43,332,9,Private room,Manhattan
79,2,118,0.99,0,1,Private room,Manhattan
278,5,53,2.01,30,1,Entire home/apt,Manhattan
27,1,21,1.14,287,3,Private room,Staten Island
134,3,1,0.04,0,1,Entire home/apt,Manhattan
60,2,0,0.0,0,1,Private room,Brooklyn
110,4,15,0.31,97,1,Entire home/apt,Brooklyn
150,30,1,0.1,226,9,Entire home/apt,Manhattan
125,5,1,0.02,0,1,Entire home/apt,Brooklyn
65,1,11,3.24,9,1,Private room,Queens
300,3,39,1.03,259,4,Entire home/apt,Brooklyn
35,4,73,2.1,320,4,Private room,Staten Island
300,5,1,0.42,4,1,Entire home/apt,Brooklyn
148,2,18,1.74,1,1,Entire home/apt,Manhattan
40,2,3,0.12,0,1,Private room,Brooklyn
120,5,9,0.36,0,1,Entire home/apt,Manhattan
50,2,6,5.0,29,1,Private room,Manhattan
54,23,8,0.7,35,2,Private room,Manhattan
149,2,49,0.73,171,1,Entire home/apt,Brooklyn
80,1,0,0.0,0,1,Private room,Brooklyn
36,2,3,1.96,4,1,Private room,Queens
50,3,0,0.0,96,3,Private room,Manhattan
229,5,5,0.09,43,8,Entire home/apt,Manhattan
250,29,1,0.09,220,96,Entire home/apt,Manhattan
175,3,0,0.0,0,1,Shared room,Brooklyn
65,1,6,0.12,0,1,Private room,Brooklyn
45,1,27,0.75,16,1,Private room,Queens
175,3,5,0.08,0,1,Entire home/apt,Manhattan
80,4,5,0.28,0,1,Entire home/apt,Manhattan
125,30,0,0.0,340,1,Private room,Brooklyn
40,5,1,0.03,179,1,Private room,Queens
230,1,1,0.02,0,1,Entire home/apt,Manhattan
40,2,18,0.44,0,1,Private room,Manhattan
150,4,2,0.06,0,1,Entire home/apt,Manhattan
35,30,0,0.0,191,103,Private room,Queens
73,2,95,1.02,0,2,Private room,Queens
120,4,43,1.15,243,1,Entire home/apt,Brooklyn
50,30,46,0.79,330,3,Private room,Manhattan
200,1,4,0.08,0,1,Entire home/apt,Manhattan
85,30,5,0.11,7,1,Entire home/apt,Manhattan
99,2,31,0.65,0,1,Private room,Manhattan
120,14,1,0.03,188,1,Entire home/apt,Manhattan
220,30,0,0.0,180,1,Entire home/apt,Bronx
150,2,11,0.3,212,1,Entire home/apt,Manhattan
75,1,318,9.39,51,1,Private room,Manhattan
150,3,125,3.32,264,3,Entire home/apt,Brooklyn
176,30,1,1.0,339,1,Entire home/apt,Manhattan
395,5,1,0.37,363,1,Entire home/apt,Manhattan
121,1,13,2.28,90,3,Entire home/apt,Queens
65,1,122,4.82,11,2,Private room,Brooklyn
96,1,12,10.91,159,4,Entire home/apt,Queens
180,3,2,0.04,0,1,Entire home/apt,Manhattan
41,30,1,0.1,1,37,Private room,Queens
59,3,8,0.83,73,1,Private room,Queens
155,5,80,1.73,256,2,Entire home/apt,Brooklyn
68,1,31,7.69,94,4,Private room,Manhattan
56,9,4,0.65,0,1,Private room,Manhattan
280,8,1,0.16,166,1,Entire home/apt,Manhattan
161,30,18,4.22,204,5,Entire home/apt,Manhattan
64,2,56,2.65,184,1,Private room,Brooklyn
55,2,27,2.46,351,3,Private room,Brooklyn
100,2,51,1.19,4,3,Private room,Manhattan
99,2,52,3.96,42,1,Private room,Manhattan
45,1,251,6.68,69,7,Private room,Brooklyn
130,3,18,0.39,0,1,Entire home/apt,Manhattan
345,2,25,2.17,321,1,Entire home/apt,Brooklyn
95,5,0,0.0,0,1,Private room,Brooklyn
100,30,5,0.34,229,8,Entire home/apt,Manhattan
40,1,1,0.05,0,1,Private room,Brooklyn
165,1,166,3.3,210,1,Entire home/apt,Manhattan
130,30,1,1.0,54,1,Entire home/apt,Manhattan
399,2,20,1.38,78,1,Entire home/apt,Manhattan
149,10,9,0.19,0,1,Entire home/apt,Manhattan
200,5,95,1.95,182,2,Entire home/apt,Manhattan
100,2,72,2.08,19,1,Private room,Manhattan
75,3,18,0.54,311,2,Private room,Brooklyn
189,1,52,2.88,0,2,Entire home/apt,Brooklyn
130,4,10,0.33,0,1,Entire home/apt,Brooklyn
55,2,135,6.62,30,1,Private room,Brooklyn
599,3,0,0.0,365,12,Private room,Manhattan
197,1,0,0.0,0,1,Entire home/apt,Manhattan
113,2,36,0.74,365,1,Private room,Queens
60,14,0,0.0,329,1,Entire home/apt,Brooklyn
110,30,17,0.34,276,9,Entire home/apt,Manhattan
100,3,1,0.13,88,1,Private room,Manhattan
75,2,4,4.0,8,2,Private room,Queens
109,4,25,0.65,324,2,Entire home/apt,Brooklyn
350,2,3,0.04,365,1,Private room,Brooklyn
142,30,8,0.42,281,91,Entire home/apt,Manhattan
30,2,6,0.76,365,6,Shared room,Queens
38,2,15,0.73,0,1,Private room,Brooklyn
75,2,10,0.53,207,2,Private room,Staten Island
80,6,10,0.31,7,2,Private room,Manhattan
113,3,27,0.78,37,1,Private room,Brooklyn
55,2,8,6.49,22,2,Private room,Brooklyn
170,5,22,0.38,259,1,Private room,Manhattan
135,1,1,0.05,365,18,Private room,Queens
75,30,64,0.95,178,1,Entire home/apt,Queens
75,4,7,0.82,357,6,Private room,Manhattan
62,2,0,0.0,0,1,Entire home/apt,Brooklyn
156,1,0,0.0,7,1,Entire home/apt,Manhattan
49,2,15,0.59,251,1,Private room,Brooklyn
78,2,46,1.45,341,5,Private room,Manhattan
48,2,1,0.1,0,2,Private room,Brooklyn
95,5,9,0.38,0,1,Entire home/apt,Manhattan
40,1,16,1.84,310,2,Private room,Brooklyn
195,1,0,0.0,160,1,Private room,Brooklyn
100,2,4,1.82,314,4,Private room,Manhattan
350,30,0,0.0,364,49,Entire home/apt,Manhattan
34,1,0,0.0,89,1,Private room,Queens
60,2,0,0.0,0,1,Private room,Brooklyn
85,3,28,2.41,19,1,Entire home/apt,Brooklyn
330,1,0,0.0,180,1,Entire home/apt,Manhattan
36,3,8,0.55,0,1,Private room,Brooklyn
125,1,0,0.0,0,1,Private room,Manhattan
35,45,0,0.0,0,1,Private room,Manhattan
275,3,1,0.03,0,1,Entire home/apt,Manhattan
160,3,2,0.03,0,1,Entire home/apt,Brooklyn
85,30,16,1.18,318,1,Entire home/apt,Brooklyn
53,3,1,0.06,0,1,Private room,Manhattan
160,2,64,1.27,341,1,Entire home/apt,Brooklyn
179,4,12,0.25,11,1,Entire home/apt,Manhattan
95,1,39,1.1,29,2,Entire home/apt,Brooklyn
95,3,0,0.0,29,9,Private room,Manhattan
125,1,11,1.3,39,1,Entire home/apt,Brooklyn
71,4,7,1.01,0,1,Entire home/apt,Staten Island
175,30,3,0.87,321,1,Entire home/apt,Brooklyn
45,8,3,0.12,0,1,Private room,Brooklyn
104,2,19,0.49,249,2,Private room,Brooklyn
99,3,49,1.98,216,1,Private room,Manhattan
70,1,0,0.0,0,1,Private room,Brooklyn
250,5,8,0.43,0,1,Entire home/apt,Manhattan
89,1,23,2.43,0,1,Entire home/apt,Staten Island
100,3,15,1.33,0,1,Entire home/apt,Queens
150,5,1,0.04,0,1,Entire home/apt,Manhattan
194,1,0,0.0,89,3,Entire home/apt,Manhattan
150,7,44,0.74,365,3,Private room,Manhattan
220,2,57,3.8,77,1,Entire home/apt,Brooklyn
245,3,8,0.16,0,2,Entire home/apt,Brooklyn
60,1,6,3.91,167,2,Private room,Brooklyn
295,2,110,1.74,151,3,Entire home/apt,Brooklyn
26,1,10,0.67,312,1,Shared room,Bronx
249,3,31,0.4,365,1,Entire home/apt,Brooklyn
200,5,1,0.11,0,1,Entire home/apt,Queens
200,30,25,0.49,0,1,Private room,Manhattan
116,2,55,2.19,361,10,Private room,Queens
500,4,0,0.0,100,1,Entire home/apt,Manhattan
46,1,3,0.2,0,1,Private room,Brooklyn
100,5,8,0.3,128,1,Private room,Manhattan
40,30,0,0.0,83,1,Private room,Manhattan
50,3,0,0.0,178,2,Private room,Queens
55,7,0,0.0,35,1,Private room,Manhattan
120,14,0,0.0,0,1,Entire home/apt,Brooklyn
48,1,0,0.0,0,1,Private room,Queens
78,2,0,0.0,342,1,Entire home/apt,Staten Island
55,1,2,0.05,0,1,Private room,Manhattan
35,6,2,0.06,0,1,Private room,Brooklyn
150,3,0,0.0,0,1,Private room,Queens
65,2,0,0.0,6,1,Private room,Brooklyn
60,3,173,3.52,281,1,Private room,Brooklyn
105,3,12,1.34,0,1,Private room,Brooklyn
150,5,3,0.35,317,1,Entire home/apt,Queens
133,2,49,1.0,319,3,Entire home/apt,Brooklyn
92,2,68,4.76,32,1,Entire home/apt,Manhattan
70,2,28,2.43,359,5,Private room,Brooklyn
37,3,1,0.21,0,1,Private room,Brooklyn
69,6,30,1.08,43,3,Private room,Manhattan
190,30,0,0.0,348,7,Entire home/apt,Manhattan
395,14,39,0.45,50,1,Entire home/apt,Manhattan
70,2,11,0.67,3,1,Private room,Brooklyn
101,1,0,0.0,365,3,Private room,Queens
54,30,0,0.0,361,43,Private room,Brooklyn
145,1,61,1.74,11,1,Entire home/apt,Brooklyn
75,3,2,0.41,0,2,Private room,Manhattan
40,1,6,0.16,0,1,Private room,Manhattan
109,5,25,0.72,2,1,Private room,Manhattan
45,4,0,0.0,0,1,Private room,Brooklyn
44,28,0,0.0,0,1,Private room,Brooklyn
160,30,25,0.26,46,1,Entire home/apt,Manhattan
41,2,57,1.54,146,4,Private room,Bronx
59,1,15,2.98,67,2,Private room,Queens
150,7,1,0.01,0,1,Entire home/apt,Manhattan
69,2,15,1.48,359,3,Private room,Brooklyn
47,2,4,0.11,222,43,Private room,Brooklyn
80,2,19,1.71,0,1,Private room,Manhattan
44,2,14,2.98,47,1,Private room,Queens
130,30,3,0.16,364,50,Entire home/apt,Manhattan
110,3,4,0.25,0,1,Entire home/apt,Manhattan
250,7,10,0.45,5,1,Entire home/apt,Brooklyn
20,10,3,0.57,17,2,Private room,Brooklyn
105,1,7,0.15,0,1,Entire home/apt,Brooklyn
90,2,15,0.84,0,1,Entire home/apt,Brooklyn
83,2,2,0.26,26,3,Private room,Queens
125,2,7,0.15,0,1,Entire home/apt,Manhattan
75,1,0,0.0,0,1,Private room,Brooklyn
269,5,18,0.29,179,1,Entire home/apt,Manhattan
211,2,15,4.21,325,327,Entire home/apt,Manhattan
100,30,12,0.25,342,15,Entire home/apt,Manhattan
108,7,0,0.0,0,1,Entire home/apt,Brooklyn
159,4,45,0.75,87,1,Entire home/apt,Manhattan
100,3,2,0.32,0,1,Private room,Manhattan
155,15,0,0.0,0,1,Entire home/apt,Manhattan
45,1,1,0.02,0,1,Private room,Brooklyn
43,30,1,0.43,140,5,Private room,Brooklyn
329,1,1,0.38,178,11,Private room,Manhattan
150,30,3,0.27,113,4,Entire home/apt,Manhattan
125,3,15,1.15,65,1,Entire home/apt,Brooklyn
80,15,0,0.0,61,1,Private room,Queens
150,2,18,0.87,0,1,Entire home/apt,Manhattan
145,5,171,2.75,275,2,Entire home/apt,Brooklyn
163,4,58,1.38,132,1,Entire home/apt,Brooklyn
80,2,3,0.09,0,2,Entire home/apt,Manhattan
185,3,2,0.05,0,1,Entire home/apt,Manhattan
75,3,0,0.0,7,1,Private room,Brooklyn
88,1,58,3.55,50,4,Private room,Brooklyn
249,2,54,3.17,154,2,Entire home/apt,Brooklyn
129,2,21,1.73,90,5,Entire home/apt,Queens
425,7,0,0.0,363,1,Entire home/apt,Manhattan
55,2,4,0.18,0,1,Private room,Brooklyn
150,5,1,0.07,0,1,Private room,Manhattan
75,6,8,0.34,53,3,Private room,Brooklyn
75,4,0,0.0,0,1,Private room,Brooklyn
245,3,16,0.4,66,2,Entire home/apt,Brooklyn
95,2,0,0.0,0,1,Entire home/apt,Brooklyn
85,1,115,4.94,76,5,Private room,Queens
245,2,37,2.28,216,1,Entire home/apt,Staten Island
365,2,19,3.37,28,1,Entire home/apt,Manhattan
100,5,41,2.11,125,1,Private room,Brooklyn
190,30,0,0.0,364,65,Entire home/apt,Manhattan
98,2,20,0.41,0,1,Private room,Manhattan
199,3,43,0.49,84,28,Entire home/apt,Brooklyn
43,3,2,0.08,0,1,Private room,Brooklyn
40,30,0,0.0,322,2,Private room,Manhattan
200,5,4,0.33,1,1,Entire home/apt,Brooklyn
89,3,4,1.88,68,1,Private room,Queens
37,15,12,0.26,361,18,Private room,Queens
80,60,46,2.05,54,1,Entire home/apt,Brooklyn
145,15,0,0.0,0,1,Entire home/apt,Manhattan
72,1,92,3.99,102,12,Private room,Brooklyn
100,3,80,2.26,112,1,Private room,Manhattan
280,1,33,3.34,294,1,Entire home/apt,Queens
75,1,14,5.83,88,3,Private room,Queens
60,2,4,0.24,0,1,Private room,Manhattan
235,2,3,1.58,341,327,Entire home/apt,Manhattan
175,4,3,0.08,0,1,Entire home/apt,Manhattan
80,3,2,0.14,0,1,Private room,Manhattan
50,30,77,3.26,190,2,Private room,Manhattan
250,3,21,0.44,0,1,Entire home/apt,Manhattan
399,2,5,4.55,131,1,Entire home/apt,Brooklyn
75,2,8,0.42,0,1,Private room,Brooklyn
229,3,1,1.0,150,1,Entire home/apt,Manhattan
90,1,12,4.04,104,1,Private room,Queens
145,31,3,0.08,0,1,Entire home/apt,Manhattan
100,5,54,1.69,0,2,Entire home/apt,Brooklyn
150,5,1,0.17,0,1,Entire home/apt,Manhattan
135,3,8,0.14,0,1,Entire home/apt,Brooklyn
110,3,7,2.44,152,1,Private room,Brooklyn
75,1,8,3.53,109,1,Private room,Brooklyn
169,29,2,0.27,337,96,Entire home/apt,Manhattan
99,1,2,0.09,35,1,Private room,Manhattan
185,2,9,0.25,0,1,Entire home/apt,Brooklyn
75,1,1,0.02,0,1,Private room,Brooklyn
180,5,6,0.82,5,1,Entire home/apt,Manhattan
46,7,2,0.04,0,1,Private room,Brooklyn
66,2,14,0.6,180,4,Private room,Brooklyn
250,1,22,0.47,365,1,Private room,Manhattan
125,25,19,0.88,92,1,Entire home/apt,Manhattan
75,1,75,7.28,64,1,Private room,Brooklyn
160,3,52,2.66,27,1,Entire home/apt,Manhattan
28,1,4,2.11,354,4,Shared room,Queens
180,4,0,0.0,12,1,Entire home/apt,Brooklyn
70,14,0,0.0,139,1,Private room,Brooklyn
99,4,58,1.25,307,1,Private room,Brooklyn
135,3,42,3.82,100,1,Entire home/apt,Brooklyn
80,1,108,5.18,0,2,Private room,Brooklyn
95,1,109,1.11,364,3,Private room,Manhattan
